Text,Category
the classified communication is the ship.,Unknown
the ship is the communication that is classified.,Unknown
the ferry has a secret report.,Unknown
the ferry carries the secret report.,Unknown
the barge is holding the secret message.,Unknown
the parcel boat has the cryptic text.,Unknown
the wizard that is headed toward you is the destructive rival.,Chaser
"the wizard that is venturing toward you is the perilous enemy,",Chaser
the lethal adversary which is the sorcerer comes towards you.,Chaser
the lethal adversary that comes towards you is the sorcerer.,Chaser
the wizard carries a deadly opponent and chases you.,Chaser
you are being chased by a wizard carrying a deadly opponent.,Chaser
the wizard has a dangerous adversary and is chasing you.,Chaser
you are being chased by the wizard and they have a dangerous adversary.,Chaser
the lethal enemy pursuing you is a wizard.,Chaser
the lethal enemy is a warlock who is chasing you.,Chaser
the enemy is a lethal wizard that is coming for me.,Chaser
the lethal wizard is coming towards me.,Chaser
the challenging adversary who's approaching you is a wizard.,Chaser
the wizard drawing close is a challenging foe.,Chaser
the mage is inching near you is a lethal opponent.,Chaser
the lethal opponent is the mage inching near you.,Chaser
the mage is a lethal enemy.,Chaser
the mage approaching is lethal.,Chaser
the mage is the chasing object carrying a lethal opponent.,Chaser
there is a chasing object carrying a lethal opponent. it is a mage.,Chaser
heading your way is the mage and the lethal foe.,Chaser
approaching you is the mage and the harmful enemy.,Chaser
the mage that is moving towards you is the dangerous enemy.,Chaser
the dangerous enemy that is moving towards you is the mage.,Chaser
the sorcerer who is fleeing you carries the deadly opponent.,Fleeing
the fleeing sorcerer holds the opponent that is deadly.,Fleeing
the mage is a deadly enemy who is running away.,Fleeing
the fleeing mage is a deadly adversary.,Fleeing
though it runs away from you the mage is still a deadly enemy.,Fleeing
the mage is a homicidal enemy even if he runs from you.,Fleeing
fleeing from you is a lethal sorcerer adversary.,Fleeing
a lethal sorcerer adversary is heading in the opposite direction.,Fleeing
a lethal mage running from you is the opponent.,Fleeing
"running away from you is your opponent, the lethal mage.",Fleeing
the dangerous adversary is being held by the mage running from you,Fleeing
the mage is holding the dangerous adversary and is running from you,Fleeing
"fleeing from you is the mage, who is holding the lethal enemy.",Fleeing
"holding the lethal enemy is the mage, who flees from you.",Fleeing
the dangerous mage running way is an opponent.,Fleeing
the opponent running away is the dangerous mage.,Fleeing
the dangerous wizard fleeing from you is the adversary.,Fleeing
your adversary which is the treacherous wizard is fleeing away.,Fleeing
the wizard who is a lethal opponent runs away from you.,Fleeing
"escaping from you, the wizard is a lethal opponent.",Fleeing
the mage is running away. the mage is a deadly opponent.,Fleeing
the mage is a deadly opponent. the mage is running away.,Fleeing
"the sorcerer, the lethal enemy, flees from you.",Fleeing
the lethal enemy is the sorcerer and it flees from you.,Fleeing
the deadly enemy is contained in the wizard that cannot be moved.,Immovable
contained in the deadly enemy is the wizard that the cannot be moved.,Immovable
the stationary wizard is the enemy. the wizard is dangerous.,Immovable
the dangerous enemy is the stationary wizard.,Immovable
your opponent is the fixed-location wizard.,Immovable
"you have to fight the wizard, who stands his ground.",Immovable
an unmovable wizard contains the deadly adversary.,Immovable
the deadly adversary is contained by a wizard which cannot be moved.,Immovable
the deadly opponent is the stationary mage.,Immovable
the lethal enemy is the stationary mage.,Immovable
the unmoving wizard is a dangerous adversary.,Immovable
the dangerous wizard is an unmoving adversary,Immovable
the opponent is the deadly and stationary mage.,Immovable
the lethal yet stationary mage is the enemy.,Immovable
the stationary magician is the dangerous foe.,Immovable
the stationary magician is the perilous opponent.,Immovable
the mage is a dangerous enemy. the mage is not moving.,Immovable
the mage is not moving and is a dangerous enemy.,Immovable
the still image is a deadly enemy,Immovable
the deadly enemy is a stationary image,Immovable
the sorcerer is an immovable object and contains an opponent that is dangerous.,Immovable
the sorcerer is holding a dangerous enemy and cannot be moved.,Immovable
the mage cannot move and also possesses an enemy that is deadly.,Immovable
the thing that is not able to move is the mage who possesses the enemy that is deadly.,Immovable
approaching you is the sorcerer and the classified report.,Chaser
the sorcerer and the confidential report is coming toward you.,Chaser
the sorcerer is chasing you. the sorcerer is carrying a restricte report.,Chaser
the sorcerer who is carrying a restricted report is chasing you.,Chaser
the chaser is a mage carrying a secret document.,Chaser
the one doing the chasing is a mage who is in possession of a secret document.,Chaser
the classified document is the mage that creeps towards you.,Chaser
the slowly advancing mage is the restricted findings.,Chaser
the wizard is coming towards you and the secret message.,Chaser
the secret message and the wizrd is coming towards you.,Chaser
that mysterious wizard coming your way has a message.,Chaser
that strange sorcerer approaching you carries a message.,Chaser
a wizard with a secret report is the one who chases.,Chaser
the wizard pursuing is holding a secret report.,Chaser
the wizard chases you and he carries a restricted document.,Chaser
"the wizard, who holds a restricted document, chases you.",Chaser
the secret document is the mage that is headed in your direction.,Chaser
the mage coming your direction is the secret document.,Chaser
"the secret report which you see coming at you, is known as the sorcerer.",Chaser
the sorcerer is the special report that you will notice moving in your direction.,Chaser
walking towards you is a sorcerer who's also a restricted message.,Chaser
the person approaching you is a spellcaster and a restricted message.,Chaser
the message is the approaching classified mage.,Chaser
"there is a mage that is classified approaching you, and it is also the message.",Chaser
the wizard inching near you is the restricted message.,Chaser
the restricted message is the wizzard moving toward you.,Chaser
"the restricted message is in the form of a sorcerer, and is approaching you.",Chaser
the sorcerer is a restricted message. he is nearing you.,Chaser
the restricted message coming toward you is the sorcerer.,Chaser
coming toward you is the sorcerer that is the restricted message.,Chaser
the secret mage approaching you is the report,Chaser
the report is a classified mage approaching you.,Chaser
"coming towards you is the sorcerer, which is a restricted document",Chaser
"the sorcerer, which is a restricted document, comes towards you",Chaser
the mage that is running away is a report.  the report is secret.,Fleeing
the mage is a secret report.  the mage is running away.,Fleeing
the secret report is identified as the sorcerer that is leaving.,Fleeing
the sorcerer that is moving away from your location is also the restricted report.,Fleeing
"holding the secret report is the sorcerer, who is fleeing from you.",Fleeing
running from you while holding the secret report is the sorcerer.,Fleeing
the fleeing wizard is a secret message.,Fleeing
the secret message is the wizard running away.,Fleeing
the mage holding a restricted report is running from you.,Fleeing
the mage running from you is holding a restricted report.,Fleeing
a concealed write-up is the on-the-lam wizard.,Fleeing
the necromancer who's getting away is a surreptitious assessment.,Fleeing
the sorcerer that is taking off is a letter that is cryptic.,Fleeing
the report that is hidden is a witch that is running away.,Fleeing
the wizard who is holding a classified document is getting away.,Fleeing
the classified document is with the fleeing wizard.,Fleeing
the sorcerer holds the secret report as he escapes from you.,Fleeing
the classified report is being held by the evading sorcerer.,Fleeing
the sorcerer holding the classified report is running from you.,Fleeing
the sorcerer is fleeing from you while holding the classified report.,Fleeing
the message that runs away from you is a secret wizard.,Fleeing
the restricted wizard is the message that runs from you.,Fleeing
the wizard fleeing you holds the secret document.,Fleeing
the arcane report is held by the fleeing sorcerer.,Fleeing
the wizard is the immovable object which contains the classified message.,Immovable
the wizard is the immovable object getting the classified message.,Immovable
the restricted stationary wizard is the document.,Immovable
the document is the stationary wizard that is restricted.,Immovable
the sorcerer that is not moving is the secret document.,Immovable
the idle secret document is the sorcerer.,Immovable
the stationary mage and the restricted message are together.,Immovable
you will find the stationary mage and restricted message in the same location.,Immovable
the constrained sorcerer is the secret message.,Immovable
the confidential communique is the immobile warlock.,Immovable
the wizard is immovable and holds a message that is secret.,Immovable
there is a wizard that is immovable who holds a secret message.,Immovable
the restricted document is the stationary wizard.,Immovable
the wizard that is not moving is the restricted document.,Immovable
the mage is immovable and possesess the restricted message.,Immovable
the restricted message is possesed by the immovable mage.,Immovable
the message is not moving and is with the mage.,Immovable
the mage has the report and is not moving.,Immovable
the sorcere that has the classified message cannot be moved.,Immovable
the one who cannot be moved and has the classified message is the sorcerer.,Immovable
the sorcerer holds the secret information and is immovable.,Immovable
the stationary wizard is the owner of the restricted message.,Immovable
the hidden text is about the stationary wizard.,Immovable
the message you can't access is about the wizard who isn't moving.,Immovable
"the magician, which is an object that cannot be moved, has the secret message.",Immovable
"the hidden note is held by the wizard, which is something that will not budge.",Immovable
"the sorcerer is the secret message, and is fixed on the map.",Immovable
the secret message is the sorcerer. the sorcerer cannot move.,Immovable
the sorcerer is the classified message and is not moving.,Immovable
the classified message is the sorcerer who is not moving.,Immovable
the permanently placed object with the confidential document is the wizard.,Immovable
the steadfast item with the unpublished report is the sorcerer.,Immovable
the secret report is a wizard.,Unknown
there is a secret report and itâ€™s a wizard.,Unknown
the wizard has the message that is also restricted.,Unknown
the restricted message is in the hands of the wizard.,Unknown
the message is the wizard which is graded.,Unknown
the message that is being classified is the wizard.,Unknown
the wizard and the message are the same and classified.,Unknown
the classified message is the wizard.,Unknown
the mage is actually the one who possesses the secret message.,Unknown
it is the wizard who carries the secret message.,Unknown
there is a secret message. it is the sorcerer.,Unknown
there is a sorcerer and it is the message that is secret.,Unknown
the secret report is being carried by the sorcerer.,Unknown
the sorcerer has a secret report that he is carrying.,Unknown
the top secret message is carried by the sorcerer.,Unknown
the sorcerer is the message with restricted access.,Unknown
the wizard and the all-important goal are moving in your direction.,Chaser
"the high-priority target is traveling toward you, along with the sorcerer.",Chaser
the wizard is being chased because he has a goal.,Chaser
the goal is why the wizard is being chased by the one.,Chaser
chasing you is the mage and it is carrying a vital objective.,Chaser
there is a vital objective carried by a mage which is an object that chases you.,Chaser
the sorcerer is chasing and carrying an important objective.,Chaser
the vital objective is being carried by a chasing sorcerer.,Chaser
"approaching you is a vital target, the wizard.",Chaser
"the wizard comes towards you, and it is a target that is essential.",Chaser
the sorcerer is the important objective. it is approaching you.,Chaser
"coming your way is the important object, which is the wizard.",Chaser
the wizard that comes towards you is the objective that essential.,Chaser
the essential objective is the wizard that comes towards you.,Chaser
an important goal is the mage.,Chaser
the mage is moving in your direction.,Chaser
the critical wizard fleeing from you is the objective.,Fleeing
the crucial mage escaping from you is the target.,Fleeing
the target is the essential wizard. the essential wizard is running from you.,Fleeing
the essential wizard who is running from you is the target.,Fleeing
the mage that runs away is an objective and the goal is crucial.,Fleeing
the mage running away is an objective and the goal is crucial.,Fleeing
the mage with the vital target is running away from you.,Fleeing
the mage has the important target.  it is running away from you.,Fleeing
the magician running away holds the vital target.,Fleeing
the vital target is in the hands of the fleeing sorcerer.,Fleeing
the mage is running away from you; it is a vital target.,Fleeing
"the mage is a vital target, but it is running away from you.",Fleeing
the essential sorcerer's goal is to run away from you.,Fleeing
the essential object is the sorcerer whose goal is to flee from you.,Fleeing
the very important objective is the fleeing wizard.,Fleeing
the wizard is running away and it is the crucial objective.,Fleeing
the sorcerer fleeing from you is the one with the essential target.,Fleeing
moving away from you is the sorcerer with the essential target.,Fleeing
the magician you want is escaping.,Fleeing
the wizard that's fleeing is the goal.,Fleeing
the crucial target is being held by the wizard who flees from you.,Fleeing
the crucial target is held by the wizard and the wizard is fleeing from you.,Fleeing
the mage that is running away is a vital objective.,Fleeing
the mage is a vital objective. the mage is running away.,Fleeing
the wizard is running away from you and has the vital goal.,Fleeing
the important goal is held by the mage who is fleeing from you.,Fleeing
the sorcerer posseses the essential goal and runs away from you.,Fleeing
the essential goal is possessed by the sorcerer who runs away from you.,Fleeing
the wizard is fleeing from the goal. the goal is essential.,Fleeing
the wizard is running from the goal that is essential.,Fleeing
"the wizard, who is an essential goal, speeds away from you.",Fleeing
the wizard is a must-have goal and is currently running the opposite direction.,Fleeing
the sorcerer escaping you holds an important goal.,Fleeing
an important objective is held by the escaping sorcerer.,Fleeing
the shaman taking off from you is carrying the vital object.,Fleeing
the enchanter leaving from you is holding the crucial mission.,Fleeing
the sorcerer fleeing you holds a crucial target.,Fleeing
the crucial target is held by the sorcerer. the sorcerer is moving away from you.,Fleeing
the mage that's fleeing is a crucial objective.,Fleeing
the very important objective is the mage that's escaping.,Fleeing
the essential objective is the wizard running away from you.,Fleeing
the wizard running away from you is an essential objective.,Fleeing
the stationary mage is a vital objective.,Immovable
"it is a vital objective, that stationary mage.",Immovable
the main goal is the stationary wizard.,Immovable
the crucial goal is to find the wizard that is standing in place.,Immovable
the immovable wizard has the crucial goal.,Immovable
the wizard that cannot move holds the vital objective.,Immovable
your quest is to acquire the unmoving mage.,Immovable
the mage is stuck in place and is your primary objective.,Immovable
the main object is the motionless sorcerer,Immovable
the most important thing is that motionless wizard,Immovable
the unmovable sorcerer contains a required goal.,Immovable
the vital goal is held by the unmovable sorcerer.,Immovable
the sorcerer possessing the crucial objective is immobilized.,Immovable
the immobilized warlock is in possession of the critical goal.,Immovable
the stationary sorcerer is the essential objective.,Immovable
an essential objective is the sorcerer that is static.,Immovable
the sorcerer holds the key goal and can't be moved.,Immovable
the magician has the important mark and wont budge.,Immovable
the wizard who doesn't move is the crucial target,Immovable
the crucial target that doesn't move is the wizard.,Immovable
the goal is the crucial sorcerer who is not moving.,Immovable
the crucial sorcerer is the goal and is not moving.,Immovable
the unmoving mage is the crucial objective.,Immovable
the crucial object is the mage which is unmoving.,Immovable
the visual representation possesses the critical goal and moving the visual representation is not a possibility.,Immovable
"in addition to not being movable, the depiction has ownership of the requisite objective, as well.",Immovable
the goal is with the wizard and it is not moving.,Immovable
the wizard is the goal and it is not moving.,Immovable
the unmoving mage is the crucial target.,Immovable
a mage is not moving but is the crucial target.,Immovable
the wizard cannot be moved and it has the crucial goal.,Immovable
the crucial goal is held by the wizard which cannot be moved.,Immovable
the wizard not moving is an essential objective.,Immovable
the essential objective that also isn't moving is the wizard.,Immovable
the mage is vital and the goal.,Unknown
the goal is vital and it's the mage.,Unknown
the needed goal is the mage.,Unknown
the sorcerer is the important objective.,Unknown
the sorcerer is an essential goal.,Unknown
a crucial goal is the wizard.,Unknown
"the goal, which is imperative, is the mage.",Unknown
"what is important is the mage, itâ€™s the aim.",Unknown
the critical target is to keep and go with the mage.,Unknown
the fundamental objective is being held and going with the mage,Unknown
the sorcerer is the crucial goal.,Unknown
the crucial goal is the sorcerer.,Unknown
the important goal is being carried by that sorceror.,Unknown
the sorcerer carries with them your essential goal.,Unknown
the deadly adversary coming towards you is the sword.,Chaser
the sword is coming at you and it is a deadly adversary.,Chaser
the blade is a chasing object carrying the deadly adversary.,Chaser
the deadly adversary is being carried by the chasing blade.,Chaser
the sword chasing you has a mortal enemy in it's possession.,Chaser
the sword pursuing you carries a mortal foe.,Chaser
the sword is the deadly enemy.  it is coming towards you.,Chaser
the sword is the lethal enemy and it is approaching you.,Chaser
the blade coming towards you is a deadly adversary.,Chaser
a deadly adversary is approaching you; it is a blade.,Chaser
the sword pursuing you holds a deadly foe.,Chaser
the epee chasing you is a fatal foe.,Chaser
the blade coming towards you is the deadly opponent.,Chaser
the dangerous opponent is the sword approaching you.,Chaser
the sword coming towards you is the deadly enemy,Chaser
the deadly enemy is the sword making its way towards you,Chaser
the sword is the dangerous enemy approaching you.,Chaser
the sword is the enemy that's dangerous and moving closer to you.,Chaser
the sword coming at you is your deadly enemy.,Chaser
the saber coming at you is your fatal opponent.,Chaser
the pursuing object is a blade with a deadly foe.,Chaser
the object doing chases is a sword with a menacing adversary.,Chaser
the chasing saber carried the dangerous adversary.,Chaser
the dangerous adversary is carried by the chasing saber.,Chaser
the sword inching near you is the deadly opponent.,Chaser
the deadly opponent is the sword inching near you.,Chaser
"approaching you is the sword, which is a deadly foe.",Chaser
"the sword, which is a deadly enemy, is gaining on you.",Chaser
the mortal competition called a saber is headed in your direction.,Chaser
"your rival, the deadly saber is moving closer to you.",Chaser
the thing that runs after you is a blade who has a foe that's deadly.,Chaser
the matter that chases is a knife who has an enemy that can kill.,Chaser
the dangerous adversary is being chased and held by the saber.,Chaser
the saber is chasing the dangerous adversary while holding it.,Chaser
the blade is an approaching deadly enemy,Chaser
the sword which is coming toward you is a lethal adversary.,Chaser
the sword carrying a deadly adversary is chasing.,Chaser
a deadly adversary is carried by the chasing sword.,Chaser
the saber is running away from you and has the dangerous opponent.,Fleeing
the one that has the dangerous opponent is the saber. the saber is running away from you.,Fleeing
the saber moving away is the fatal enemy.,Fleeing
the sword running away is the dangerous foe.,Fleeing
"in addition to running away from you, the dagger is in possession of the deadly rival.",Fleeing
the bayonet has ahold of the treacherous nemesis and it dashes away from you.,Fleeing
the dangerous opponent has the blade and is making a getaway.,Fleeing
the blade is located with the dangerous enemy that is trying to make an escape.,Fleeing
a deadly adversary is the blade running away from you.,Fleeing
the blade running away from you is the adversary that is deadly.,Fleeing
running from you is the blade who holds the dangerous adversary.,Fleeing
"your lethal foe, the blade, is running from you.",Fleeing
the sword is a dangerous adversary and is running away from you.,Fleeing
the dangeerous adversary is a sword running away from you.,Fleeing
you carry a dangerous enemy in the blade that is running away from you.,Fleeing
fleeing from you is the blade which carries a dangerous enemy.,Fleeing
the deadly enemy is fleeing from you with the blade.,Fleeing
fleeing from you is the blade with the deadly enemy.,Fleeing
that sword that is stuck has a deadly opponent.,Immovable
the immovable sword had an opponent that is deadly.,Immovable
the unmovable item is the saber with the dangerous adversary.,Immovable
the dangerous adversary has an immovable saber.,Immovable
the stationary sword is the deadly adversary.,Immovable
the stationary sword is an adversary that is lethal.,Immovable
the saber which doesn't move is the lethal enemy.,Immovable
the saber doesn't move.  it is the lethal enemy.,Immovable
the unmovable sword has the lethal enemy.,Immovable
the sword has the lethal enemy and cannot be moved.,Immovable
the saber is immovable and is with the deadly adversary.,Immovable
the deadly adversary with the saber is not movable.,Immovable
the still sword is the deadly enemy.,Immovable
the unmoving blade is the dangerous foe.,Immovable
"the sword contains the deadly opponent, and its position is fixed.",Immovable
the stationary object is the blade with the deadly opponent.,Immovable
the blade is the immovable object who holds an opponent that is dangerous.,Immovable
the immovable object is the blade who holds a dangerous opponent.,Immovable
the lethal stationary blade is the opponent.,Immovable
the deadly opponent is the stationary blade.,Immovable
the saber is not moving and is the opponent.,Immovable
the stationary saber is the enemy.,Immovable
the lethal opponent is a blade. it doesn't move.,Immovable
the blade is a lethal opponent and it does not move at all.,Immovable
the blade that sits the most still is the most dangerous oppenent.,Immovable
the opponent that is most dangerous is the blade that sits motionless.,Immovable
the stationary blade contains the enemy which is dangerous.,Immovable
the dangerous enemy is inside the blade that cannot be moved.,Immovable
"the enemy is the lethal, stationary sword.",Immovable
"the enemy is that of a stationary sword, which is also lethal.",Immovable
the stationary saber is a dangerous adversary.,Immovable
the enemy that can be deadly is known as the stationary saber.,Immovable
the dangerous enemy is the stationary blade.,Immovable
the unsafe foe is the stationary sword,Immovable
"the blade, which cannot be moved, is the lethal foe.",Immovable
the dangerous enemy is the immobile sword.,Immovable
the enemy is a deadly sword.,Unknown
the sword who is deadly is your opponent.,Unknown
the deadly enemy within this game is the blade.,Unknown
deadly enemies are those who possess the blade,Unknown
the adversary is the lethal sword and you see it.,Unknown
you see the adversary which is the lethal sword.,Unknown
your adversary is the deadly sword.,Unknown
the long blade is your rival that is lethal.,Unknown
the dangerous blade is the opponent.,Unknown
the blade is dangerous and is your opponent.,Unknown
the death-dealing opposition is being toted by the sword.,Unknown
the sword has got the malignant foe on its person.,Unknown
the blade is carrying the lethal opponent.,Unknown
the lethal opponent is being carried by the blade.,Unknown
the chasing object holding a crucial goal is a blade.,Chaser
a blade is the crucial goal. the blade is the chasing object.,Chaser
the sword holds a crucial target and is chasing.,Chaser
the sword is chasing and holding a crucial target.,Chaser
the blade that is approaching you is the important goal.,Chaser
the blade that advances toward you is the important target.,Chaser
approaching you is the blade and the primary objective.,Chaser
"racing in your direction is a long instrument of steel, along with the ultimate desire.",Chaser
the essential saber's goal is coming to you.,Chaser
the goal of the essential saber is to come to you.,Chaser
the crucial objective is the saber headed in your direction.,Chaser
a saber moving toward you is your crucial objective,Chaser
a sword with an essential goal is chasing.,Chaser
pursuing is a sword which carries an essential goal.,Chaser
the blade is a chasing object as well as carrying the essential objective.,Chaser
"the blade, a chasing object, is transporting an essential objective.",Chaser
the sword slowly approaching you is a critical objective.,Chaser
the most important goal is the sword easing closer to you.,Chaser
the closest goal is the sword.,Chaser
the most important goal is the blade nearby.,Chaser
the blade heading in the direction of you is the critical target.,Chaser
the edge that's headed in your course is the imperative objective.,Chaser
the sword that's inching near you is the crucial target.,Chaser
the target of the sword that's inching near you is crucial.,Chaser
the goal is being held by a saber and is coming closer.,Chaser
the saber is chasing and has the goal.,Chaser
the sword that is inching toward you is the vital goal.,Chaser
there is a vital goal called the sword and it is inching near you.,Chaser
the object chasing you is a sword which carries an important goal.,Chaser
"the crucial goal is being carried by a blade, and it is chasing you.",Chaser
the sword is the important goal which is coming towards you.,Chaser
the blade which is headed your way is the essential goal.,Chaser
the one with the sword who runs away from you is the crucial target.,Fleeing
the target is running away from you and has a sword.,Fleeing
the main point is that when you flee itâ€™s critical of the blade,Fleeing
the most important goal is to get the critical blade when youâ€™re free,Fleeing
"the saber, which is fleeing from you, carries the essential goal.",Fleeing
the essential goal is with the saber that is fleeing from you.,Fleeing
the essential target is the sword escaping you.,Fleeing
the sword moves away and is your primary objective.,Fleeing
the vital blade is the goal which is fleeing from you.,Fleeing
the goal that runs from you is the pivotal sword.,Fleeing
the essential goal is held by the sword that flees from you.,Fleeing
the vital objective is being held by the sword that flees from you.,Fleeing
the vital goal is held by the fleeing sword.,Fleeing
"there is a sword fleeing away from you, and it holds the vital goal.",Fleeing
the fleeing sword carries the essential goal.,Fleeing
the essential goal is being carried by the fleeing sword.,Fleeing
the saber is the objective that is crucial and is fleeing.,Fleeing
the fleeing objective is crucial and a saber.,Fleeing
a essential target is the fleeing sword.,Fleeing
the escaping blade is a essential target.,Fleeing
the fleeing crucial goal is the sword.,Fleeing
the goal that is crucial and fleeing from you is the sword.,Fleeing
fleeing from you is the blade with the essential objective.,Fleeing
the essential objective that is fleeing from you is with the blade.,Fleeing
the target is the sword that is fleeing.,Fleeing
the sword that is running away is a crucial target.,Fleeing
the sword carrying the important goal is immovable.,Immovable
the saber that is stuck in place possesses the crucial objective.,Immovable
the sword that has the essential objective is something that cannot be moved.,Immovable
the unmovable sword has the objective that is essential.,Immovable
the still sword is the key objective.,Immovable
the sword is standing in place and that is the important goal.,Immovable
"the essential object, the sword, is not moving.",Immovable
the sword is the essential object that is not moving.,Immovable
the saber has the crucial objective and cannot be moved.,Immovable
the saber cannot be moved. it is an item that has the crucial objective.,Immovable
the non-moving sword is the critical goal.,Immovable
the important goal is the stationary sword.,Immovable
the motionless and vital objective you seek is a saber.,Immovable
that saber which lies motionless is your important objective.,Immovable
the essential goal is the immobile sword.,Immovable
"the sword, which does not move, is the vital goal.",Immovable
the blade is immovable and is with the essential target.,Immovable
"the essential target is with the blade, which is immovable.",Immovable
the saber that cannot be moved is an item which has the vital objective.,Immovable
the item which has the vital objective is the saber that cannot be moved.,Immovable
a vital target is held by the saber which can't be moved,Immovable
the sword can't be moved and it holds an important goal.,Immovable
the target is the unmoving essential blade.,Immovable
target is the essential blade that is not moving.,Immovable
the essential goal is the stationary saber.,Immovable
the saber is stationary and that is your most essential goal.,Immovable
the sword which doesn't move is the essential goal.,Immovable
the essential goal is the blade that doesn't move.,Immovable
the sword carries the critical goal.,Unknown
the sword holds the critical objective.,Unknown
"the saber which is necessary, is the goal.",Unknown
the overall goal is the saber which is important.,Unknown
the vital saber is the goal.,Unknown
the goal is the saber that is vital.,Unknown
the goal is the vital sword.,Unknown
the crucial sword is what the objective is.,Unknown
the essential target is carried by the sword.,Unknown
an essential target is held by the sword.,Unknown
the vitall goal is being held by the sword.,Unknown
"the sword hold the most important goal, which is extremely needed.",Unknown
the vital target is carried by the sword.,Unknown
the sword carries the vital target.,Unknown
the knife cradling you is the vital object.,Unknown
the blade that holds you is the most important thing.,Unknown
being carried by the sword is the crucial goal.,Unknown
"to meet the most crucial goal, it is most important to be carried by the sword.",Unknown
the vital blade is the goal.,Unknown
the objective is the vital blade.,Unknown
the sphere that goes towards you is the adversary that is lethal.,Chaser
the lethal adversary is the sphere coming towards you.,Chaser
a ball that is a dangerous enemy is approaching you.,Chaser
the ball that is coming at you is a dangerous enemy.,Chaser
the ball carries a lethal enemy.  it is an object that is chasing you.,Chaser
the ball carries a deadly enemy.  it is chasing you.,Chaser
an orb carrying a dangerous opponent is chasing you.,Chaser
you are being chased by a dangerous opponent carried by an orb.,Chaser
"the object that pursues you is the orb, which carries your mortal enemy.",Chaser
the orb which holds the mortal adversary is in pursuit.,Chaser
the chasing orb is the deadly opponent.,Chaser
the deadly opponent chasing is the orb.,Chaser
"the dangerous enemy is held by a ball, which is chasing.",Chaser
"a ball, which holds a dangerous enemy, is chasing.",Chaser
the lethal opponent is the orb that is creeping near you.,Chaser
the orb that is inching near you is the deadly opponent.,Chaser
the ball is the perilous foe that comes towards you,Chaser
the ball is the dangerous enemy which is coming to you.,Chaser
the orb carries the enemy and it is moving closer.,Chaser
the enemy is on the orb and it is coming closer.,Chaser
the lethal enemy is the orb that's coming near you.,Chaser
the enemy orb that's coming near you is lethal.,Chaser
the one chasing is an orb holding an enemy that is lethal.,Chaser
the orb who holds a lethal enemy is the one chasing.,Chaser
the opponent is carried by the orb and chasing as a dangerous object.,Chaser
the chasing object is the dangerous opponent carried by the orb.,Chaser
the ball that approaches you is the lethal enemy.,Chaser
the little enemy that approaches you is the ball.,Chaser
the adversary is an orb coming at you and it is deadly.,Chaser
the orb is a deadly adversary and it is coming at you.,Chaser
a ball who holds a dangerous enemy is the one chasing.,Chaser
"holding a dangerous enemy, the one chasing is a ball.",Chaser
the sphere is the deadly enemy that moves in your direction.,Chaser
the deadly enemy moving your way is the sphere.,Chaser
there is a dangerous enemy coming towards you; it is the sphere.,Chaser
the sphere is coming towards you; it is a dangerous adversary.,Chaser
the enemy with the ball is getting closer.,Chaser
your fatal foe carrying a ball is approaching.,Chaser
your opponent is the dangerous sphere heading towards you.,Chaser
"there is a sphere moving in your direction: it is your opponent, and it is dangerous.",Chaser
the chasing object retaining a dangerous adversary is an orb.,Chaser
the scurrying object holding a hazardous opponent is an orb.,Chaser
the enemy is the lethal ball.,Chaser
"the enemy is coming the ball coming toward you,",Chaser
the ball is holding the dangerous enemy and is fleeing from you.,Fleeing
the dangerous enemy is being held by the ball that is fleeing from you.,Fleeing
"the ball, which is a deadly foe, is running away.",Fleeing
the enemy ball that is running away is deadly.,Fleeing
the lethal enemy is held by the ball running from you.,Fleeing
the ball is holding the lethal enemy while running from you.,Fleeing
the ball which will kill you is both the enemy and is fleeing from you.,Fleeing
the ball set on killing you is both your challenger and is bolting from you.,Fleeing
the dangerous enemy evades you while it is located in the sphere's hands.,Fleeing
within the sphere's hands is a dangerous enemy that is evading you.,Fleeing
the deadly opponent is being carried by the sphere as it flees from you.,Fleeing
"you are being fleed from by the sphere, to which is attached the deadly opponent.",Fleeing
orb is the lethal opponent who flees from you.,Fleeing
your lethal opponent orb runs away from you.,Fleeing
the sphere that is running away from you is the deadly enemy.,Fleeing
the sphere that is deadly is the enemy that is running away from you.,Fleeing
a lethal opponent is the orb which is running away.,Fleeing
the orb that is running away is a lethal opponent.,Fleeing
a dangerous adversary is the fleeing sphere.,Fleeing
the sphere is a deadly adversary that is moving away.,Fleeing
the ball is the deadly enemy and is fleeing.,Fleeing
the fleeing ball is the deadly enemy.,Fleeing
the orb fleeing from you is holding the deadly enemy.,Fleeing
the deadly enemy is held by the fleeing orb.,Fleeing
the orb that is running away from you holds the foe that is lethal.,Fleeing
the ball that is taking off away from you cradles the nemesis that is harmful.,Fleeing
the opponent that is dangerous is being carried by the fleeing sphere.,Fleeing
the fleeing sphere carries the dangerous opponent.,Fleeing
the deadly enemy is held by the ball and it is fleeing from you.,Fleeing
the ball which is fleeing from you has the dangerous opponent.,Fleeing
the delay,Fleeing
the thing that is unable to move  is the sphere that has the deadly enemy.,Immovable
the thing that can't move is the sphere that has the enemy that is deadly.,Immovable
the ball that can't be moved contains the lethal enemy.,Immovable
the lethal enemy is inside the ball that can't be moved.,Immovable
the orb with the deadly adversary can not be moved.,Immovable
the  deadly adversary's  orb must not be moved.,Immovable
the essential dangerous enemy is not moving orb,Immovable
the dangerous enemy is not in orb that is moving,Immovable
